Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSG00000164736	54457935	54460888	SOX17	8
ENSG00000167703	1569267	1628886	SLC43A2	17
ENSG00000197958	127447674	127451405	RPL12	9
ENSG00000130147	234951973	235055714	SH3BP4	2
ENSG00000237550	82372196	82372912	RPL9P9	15
ENSG00000106803	99222064	99230615	SEC61B	9
ENSG00000100220	32387582	32412255	RTCB	22
ENSG00000148303	133348214	133351426	RPL7A	9
ENSG00000139613	56162983	56189567	SMARCC2	12
ENSG00000099995	30331988	30356947	SF3A1	22
ENSG00000184564	85792787	85806683	SLITRK6	13
ENSG00000171858	62387116	62388520	RPS21	20
ENSG00000106399	7636518	7718607	RPA3	7
ENSG00000125731	6752160	6767588	SH2D3A	19
ENSG00000103257	87830023	87869488	SLC7A5	16
ENSG00000278229	82615842	82619653	RPS17	CHR_HSCHR15_5_CTG8
ENSG00000206288	33129256	33133250	SLC39A7	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000175792	128064778	128153914	RUVBL1	3
ENSG00000145425	151099573	151104652	RPS3A	4
ENSG00000109686	151102751	151325632	SH3D19	4
ENSG00000198301	75940950	75990962	SDAD1	4
ENSG00000172809	74203582	74210655	RPL38	17
ENSG00000100583	77376689	77391497	SAMD15	14
ENSG00000124614	34417454	34426125	RPS10	6
ENSG00000172164	120535745	120813273	SNTB1	8
ENSG00000148688	90871716	90908553	RPP30	10
ENSG00000151475	127730378	127774299	SLC25A31	4
ENSG00000179134	39342396	39385710	SAMD4B	19
ENSG00000114391	101681091	101686782	RPL24	3
ENSG00000114993	74425836	74442422	RTKN	2
ENSG00000138468	101324205	101513241	SENP7	3
ENSG00000278550	1569973	1628886	SLC43A2	CHR_HSCHR17_1_CTG2
ENSG00000173638	45493572	45544411	SLC19A1	21
ENSG00000182774	82536750	82540564	RPS17	15
ENSG00000178718	74954416	74957464	RPP25	15
ENSG00000161016	144789765	144792587	RPL8	8
ENSG00000151835	23328826	23433740	SACS	13
ENSG00000100316	39312882	39320389	RPL3	22
ENSG00000008952	169966635	169998373	SEC62	3
ENSG00000052749	97356358	97426076	RRP12	10
ENSG00000163104	94207611	94291292	SMARCAD1	4
ENSG00000125835	2461634	2470853	SNRPB	20
ENSG00000114650	47413694	47477126	SCAP	3
ENSG00000132275	6595075	6603620	RRP8	11
ENSG00000146950	9786456	9949443	SHROOM2	X
ENSG00000173548	75647906	75662301	SNX33	15
ENSG00000160214	43789513	43805293	RRP1	21
ENSG00000130255	5674947	5691876	RPL36	19
ENSG00000116560	35176378	35193148	SFPQ	1
ENSG00000102172	21940573	21994835	SMS	X
ENSG00000101187	62642445	62685785	SLCO4A1	20
ENSG00000119335	128683424	128696400	SET	9
ENSG00000168758	96859716	96870757	SEMA4C	2
ENSG00000101115	51782331	51802520	SALL4	20
ENSG00000157800	140293693	140404433	SLC37A3	7
ENSG00000003989	17497088	17570573	SLC7A2	8
ENSG00000224399	33370805	33374799	SLC39A7	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000137154	19375715	19380254	RPS6	9
ENSG00000223367	33249931	33254431	RPS18	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000188176	4583999	4608319	SMTNL2	17
ENSG00000108055	110567691	110604636	SMC3	10
ENSG00000101278	839447	839977	RPS10P5	20
ENSG00000156482	98024851	98046469	RPL30	8
ENSG00000033867	27372721	27484420	SLC4A7	3
ENSG00000156313	38269163	38327564	RPGR	X
ENSG00000188846	40457292	40468587	RPL14	3
ENSG00000183638	10606349	10712187	RP1L1	8
ENSG00000198034	72255679	72277300	RPS4X	X
ENSG00000273772	70070287	70099184	SMN2	CHR_HSCHR5_1_CTG1_1
ENSG00000174891	158105855	158545730	RSRC1	3
ENSG00000104611	19313617	19396218	SH2D4A	8
ENSG00000087365	66050729	66069308	SF3B2	11
ENSG00000274646	54201241	54249371	RPS9	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000103472	29074976	29116718	RRN3P2	16
ENSG00000170542	2887266	2903280	SERPINB9	6
ENSG00000085721	15060022	15094317	RRN3	16
ENSG00000095539	100969518	100985871	SEMA4G	10
ENSG00000260873	69187122	69187739	SNTB2	CHR_HSCHR16_2_CTG3_1
ENSG00000163584	170864875	170870483	RPL22L1	3
ENSG00000284194	50523568	50526439	SCO2	22
ENSG00000086475	13317424	13348298	SEPHS1	10
ENSG00000133818	14277926	14364506	RRAS2	11
ENSG00000010319	52433053	52445085	SEMA3G	3
ENSG00000131876	101281510	101295282	SNRPA1	15
ENSG00000119906	100912569	100965136	SLF2	10
ENSG00000132383	1829702	1900082	RPA1	17
ENSG00000143977	70281362	70293771	SNRPG	2
ENSG00000109062	74748652	74769353	SLC9A3R1	17
ENSG00000144028	96274336	96305515	SNRNP200	2
ENSG00000008988	56067295	56074581	RPS20	8
ENSG00000169371	75598083	75626469	SNUPN	15
ENSG00000070366	2059839	2303771	SMG6	17
ENSG00000163950	1692800	1712555	SLBP	4
ENSG00000096150	33200834	33205337	RPS18	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000138326	78033732	78056813	RPS24	10
ENSG00000170145	111602391	111730853	SIK2	11
ENSG00000280969	20756164	20781032	RPS4Y2	Y
ENSG00000229802	33178351	33182345	SLC39A7	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000274950	54201424	54249604	RPS9	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000103449	51135975	51151367	SALL1	16
ENSG00000150459	21140514	21149084	SAP18	13
ENSG00000226225	33442379	33446883	RPS18	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000177600	809647	812880	RPLP2	11
ENSG00000092531	42491233	42545356	SNAP23	15
ENSG00000156304	31671033	31732075	SCAF4	21
ENSG00000106266	2251770	2354318	SNX8	7
ENSG00000125844	17613678	17682295	RRBP1	20
ENSG00000130489	50523568	50525606	SCO2	22
ENSG00000147604	73290267	73295789	RPL7	8
ENSG00000105640	17859876	17864153	RPL18A	19
ENSG00000198838	33310945	33866121	RYR3	15
ENSG00000182568	18345387	18445588	SATB1	3
ENSG00000142168	31659622	31668931	SOD1	21
ENSG00000134318	11179761	11348330	ROCK2	2
ENSG00000072501	53374149	53422728	SMC1A	X
ENSG00000063015	28954901	29006440	SEZ6	17
ENSG00000167447	59209400	59215247	SMG8	17
ENSG00000136715	127941217	128028120	SAP130	2
ENSG00000140600	83447228	83618743	SH3GL3	15
ENSG00000165480	21153595	21176602	SKA3	13
ENSG00000139737	77697854	77764242	SLAIN1	13
ENSG00000161526	75667116	75708062	SAP30BP	17
ENSG00000170365	145481194	145558079	SMAD1	4
ENSG00000125910	3172346	3180332	S1PR4	19
ENSG00000144306	174395730	174429575	SCRN3	2
ENSG00000281877	26529761	26575030	RPS6KA1	CHR_HG2058_PATCH
ENSG00000280831	119015712	119018691	RPS25	CHR_HG2217_PATCH
ENSG00000283100	38878591	38899898	SIRT2	CHR_HG26_PATCH
ENSG00000284260	179550493	179611580	RUFY1	CHR_HG30_PATCH
ENSG00000285131	9328591	9344871	RP1L1	CHR_HG76_PATCH
ENSG00000283741	18315310	18328055	SMCR8	CHR_HSCHR17_3_CTG1
ENSG00000284468	108134003	108200843	SLC25A24	CHR_HSCHR1_6_CTG3
ENSG00000285281	63684214	63728039	SGPP1	CHR_HSCHR14_8_CTG1
ENSG00000284901	128064778	128160821	RUVBL1	CHR_HSCHR3_9_CTG2_1
ENSG00000281024	133356700	133361317	SURF2	CHR_HG2030_PATCH
ENSG00000276296	54107066	54115801	TFPT	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000277401	29850002	29972346	TJP1	CHR_HSCHR15_4_CTG8
ENSG00000281309	133328922	133336546	SURF6	CHR_HG2030_PATCH
ENSG00000074219	49340595	49362457	TEAD2	19
ENSG00000121486	185118098	185157072	TRMT1L	1
ENSG00000206235	32975593	32992541	TAP2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000143337	179882042	179925000	TOR1AIP1	1
ENSG00000127191	136881912	136926607	TRAF2	9
ENSG00000161011	179806398	179838078	SQSTM1	5
ENSG00000249693	56530609	56603507	THEGL	4
ENSG00000138134	88879734	88975153	STAMBPL1	10
ENSG00000080603	30698209	30741409	SRCAP	16
ENSG00000038382	14143702	14532128	TRIO	5
ENSG00000162227	62771303	62787342	TAF6L	11
ENSG00000157625	30827442	30975084	TAB3	X
ENSG00000276263	54107066	54115801	TFPT	CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000057704	94567124	94650562	TMCC3	12
ENSG00000090372	46719507	46746994	STRN4	19
ENSG00000173320	183797692	184023526	STOX2	4
ENSG00000152128	134455759	134719000	TMEM163	2
ENSG00000100216	38681948	38685421	TOMM22	22
ENSG00000008056	47571898	47619943	SYN1	X
ENSG00000157873	2555639	2565382	TNFRSF14	1
ENSG00000136527	185915906	185938136	TRA2B	3
ENSG00000120438	159778498	159789749	TCP1	6
ENSG00000158710	159918107	159925732	TAGLN2	1
ENSG00000067066	230415942	230544090	SP100	2
ENSG00000106829	79571773	79726882	TLE4	9
ENSG00000163462	155173787	155184971	TRIM46	1
ENSG00000135090	118149801	118372945	TAOK3	12
ENSG00000198586	170990823	171231314	TLK1	2
ENSG00000116754	70205682	70253052	SRSF11	1
ENSG00000163554	158610706	158686715	SPTA1	1
ENSG00000144834	111998664	112013887	TAGLN3	3
ENSG00000132773	45339670	45343975	TOE1	1
ENSG00000124659	42744481	42746096	TBCC	6
ENSG00000163931	53224707	53256052	TKT	3
ENSG00000278161	54107066	54115801	TFPT	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000204991	89818179	89871319	SPIRE2	16
ENSG00000175662	17843511	17972422	TOM1L2	17
ENSG00000235905	30241686	30251176	TRIM15	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000176148	33039417	33105943	TCP11L1	11
ENSG00000099992	30291990	30327046	TBC1D10A	22
ENSG00000065526	15847864	15940460	SPEN	1
ENSG00000197694	128552558	128633662	SPTAN1	9
ENSG00000161860	12898786	12919276	SYCE2	19
ENSG00000156299	31118416	31559977	TIAM1	21
ENSG00000188807	9588922	9614873	TMEM201	1
ENSG00000165283	35099776	35103195	STOML2	9
ENSG00000163071	52051331	52097292	SPATA18	4
ENSG00000063176	48619291	48630717	SPHK2	19
ENSG00000133226	24631716	24673267	SRRM1	1
ENSG00000165091	72521608	72838230	TMC1	9
ENSG00000144747	69019827	69052339	TMF1	3
ENSG00000140416	63042632	63071915	TPM1	15
ENSG00000113739	173314713	173329503	STC2	5
ENSG00000092201	21351472	21384266	SUPT16H	14
ENSG00000171530	77691166	77868780	TBCA	5
ENSG00000171914	62390526	62844631	TLN2	15
ENSG00000119401	116687302	116701300	TRIM32	9
ENSG00000274073	54107066	54115801	TFPT	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000111786	120461668	120469793	SRSF9	12
ENSG00000072274	196027183	196082189	TFRC	3
ENSG00000111707	118376380	118418031	SUDS3	12
ENSG00000232326	32912700	32929495	TAP2	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000164691	159034468	159045152	TAGAP	6
ENSG00000174780	56467336	56503681	SRP72	4
ENSG00000066056	43300993	43323108	TIE1	1
ENSG00000170348	75131470	75176631	TMED10	14
ENSG00000276323	54107066	54115801	TFPT	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000205356	98214624	98252251	TECPR1	7
ENSG00000166557	79311062	79427432	TMED3	15
ENSG00000226763	43596617	43614497	SRRM5	19
ENSG00000132604	69355561	69408571	TERF2	16
ENSG00000198911	41833079	41907308	SREBF2	22
ENSG00000136891	100302077	100352939	TEX10	9
ENSG00000165929	91779751	91867536	TC2N	14
ENSG00000172765	129647792	129893606	TMCC1	3
ENSG00000135316	85607785	85643792	SYNCRIP	6
ENSG00000100284	35299275	35347994	TOM1	22
ENSG00000108639	78168558	78173527	SYNGR2	17
ENSG00000097096	85156873	85201046	SYDE2	1
ENSG00000173113	64316460	64318084	TRMT112	11
ENSG00000167900	78174075	78187233	TK1	17
ENSG00000176946	241584405	241637449	THAP4	2
ENSG00000006118	60924463	60937159	TMEM132A	11
ENSG00000110108	60913874	60923443	TMEM109	11
ENSG00000143742	225777813	225790466	SRP9	1
ENSG00000169302	147234963	147387852	STK32A	5
ENSG00000070759	45343883	45491166	TESK2	1
ENSG00000166046	106301929	106347015	TCP11L2	12
ENSG00000122779	138460334	138589993	TRIM24	7
ENSG00000143514	223779899	223845972	TP53BP2	1
ENSG00000047410	186311652	186375693	TPR	1
ENSG00000010072	231337104	231355023	SPRTN	1
ENSG00000084112	108778192	108857590	SSH1	12
ENSG00000197457	63639705	63657682	STMN3	20
ENSG00000205133	92883530	93017673	TRIQK	8
ENSG00000134207	114089291	114153919	SYT6	1
ENSG00000105866	21428034	21514822	SP4	7
ENSG00000104980	7926718	7943920	TIMM44	19
ENSG00000066654	20702816	20742084	THUMPD1	16
ENSG00000233493	55379245	55384598	TMEM238	19
ENSG00000146426	154832697	155257723	TIAM2	6
ENSG00000079950	132445867	132513198	STX7	6
ENSG00000178691	31937018	32001045	SUZ12	17
ENSG00000174292	7380534	7389774	TNK1	17
ENSG00000233931	30126512	30139132	TRIM40	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000137221	43477523	43506556	TJAP1	6
ENSG00000112658	43171299	43181507	SRF	6
ENSG00000143183	165724293	165827755	TMCO1	1
ENSG00000213523	140537340	140558252	SRA1	5
ENSG00000143549	154155304	154194648	TPM3	1
ENSG00000007866	35473597	35497076	TEAD3	6
ENSG00000135899	230167293	230225729	SP110	2
ENSG00000104450	100157906	100259278	SPAG1	8
ENSG00000051596	175917873	176034680	THOC3	5
ENSG00000072080	234050679	234077134	SPP2	2
ENSG00000094975	172532349	172611833	SUCO	1
ENSG00000153827	229763838	229923239	TRIP12	2
ENSG00000154548	89095959	89118081	SRSF12	6
ENSG00000008294	50962174	51120865	SPAG9	17
ENSG00000075568	97756333	97995891	TMEM131	2
ENSG00000139372	103965804	103988874	TDG	12
ENSG00000198113	137277749	137282641	TOR4A	9
ENSG00000116783	74235401	74544428	TNNI3K	1
ENSG00000135111	114670254	114684164	TBX3	12
ENSG00000154370	228393673	228406840	TRIM11	1
ENSG00000277363	38530016	38605930	SRCIN1	17
ENSG00000188529	23964804	23980927	SRSF10	1
ENSG00000136478	64147227	64263301	TEX2	17
ENSG00000115183	158968671	159232659	TANC1	2
ENSG00000115808	36843640	36966472	STRN	2
ENSG00000275066	37514797	37609496	SYNRG	17
ENSG00000149930	29973641	29992261	TAOK2	16
ENSG00000101470	45823214	45833745	TNNC2	20
ENSG00000173726	235109336	235128936	TOMM20	1
ENSG00000111602	56416373	56449403	TIMELESS	12
ENSG00000118785	87975650	87983426	SPP1	4
ENSG00000113649	146447311	146511961	TCERG1	5
ENSG00000182095	5306790	5425414	TNRC18	7
ENSG00000164506	147204425	147390476	STXBP5	6
ENSG00000054118	36224416	36305357	THRAP3	1
ENSG00000167632	139727725	140458579	TRAPPC9	8
ENSG00000160460	40466241	40576464	SPTBN4	19
ENSG00000164342	186069152	186088069	TLR3	4
ENSG00000138385	169791933	169812064	SSB	2
ENSG00000133069	205228176	205285632	TMCC2	1
ENSG00000115694	241492674	241509730	STK25	2
ENSG00000167302	81228277	81239091	TEPSIN	17
ENSG00000100354	40044817	40335808	TNRC6B	22
ENSG00000198198	43389882	43454247	SZT2	1
ENSG00000167523	89657802	89671272	SPATA33	16
ENSG00000090447	4257186	4273075	TFAP4	16
ENSG00000175463	67403915	67410089	TBC1D10C	11
ENSG00000105549	361747	376670	THEG	19
ENSG00000171729	15152532	15220480	TMEM51	1
ENSG00000276022	54107066	54115801	TFPT	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000061938	195863364	195911945	TNK2	3
ENSG00000068323	49028726	49043486	TFE3	X
ENSG00000167291	79932343	80035848	TBC1D16	17
ENSG00000167323	3854527	4093210	STIM1	11
ENSG00000236399	30214604	30227224	TRIM40	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000121068	61399896	61409466	TBX2	17
ENSG00000106028	141738321	141787922	SSBP1	7
ENSG00000100815	91965991	92040896	TRIP11	14
ENSG00000164543	43582758	43650713	STK17A	7
ENSG00000134827	59852800	59866575	TCN1	11
ENSG00000142765	27342020	27353937	SYTL1	1
ENSG00000092330	24239643	24242674	TINF2	14
ENSG00000096063	35832966	35921342	SRPK1	6
ENSG00000139364	125186836	125662377	TMEM132B	12
ENSG00000197226	179862066	179907859	TBC1D9B	5
ENSG00000078269	157981887	158099176	SYNJ2	6
ENSG00000092203	21476597	21499175	TOX4	14
ENSG00000275086	54107066	54115801	TFPT	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000196781	81583683	81689305	TLE1	9
ENSG00000114850	156540140	156555184	SSR3	3
ENSG00000159450	152106317	152115454	TCHH	1
ENSG00000138050	39736060	39779267	THUMPD2	2
ENSG00000141298	29625938	29930276	SSH2	17
ENSG00000167543	29566052	29573157	TP53I13	17
ENSG00000070814	150357629	150400308	TCOF1	5
ENSG00000159164	149903318	149917882	SV2A	1
ENSG00000116266	108746674	108809526	STXBP3	1
ENSG00000165120	130206344	130216844	SSMEM1	7
ENSG00000146842	130164715	130207770	TMEM209	7
ENSG00000172830	67303448	67312607	SSH3	11
ENSG00000186136	11185993	11186937	TAS2R42	12
ENSG00000175274	44885903	44951306	TP53I11	11
ENSG00000072786	172042073	172188386	STK10	5
ENSG00000124496	42224931	42452051	TRERF1	6
ENSG00000198176	113584721	113641470	TFDP1	13
ENSG00000104375	98371228	98942827	STK3	8
ENSG00000176058	137191617	137204193	TPRN	9
ENSG00000009790	209756032	209782320	TRAF3IP3	1
ENSG00000160551	29390464	29551904	TAOK1	17
ENSG00000054654	63852983	64226433	SYNE2	14
ENSG00000186767	63347228	63351344	SPIN4	X
ENSG00000111669	6867119	6870948	TPI1	12
ENSG00000091640	4959226	4967872	SPAG7	17
ENSG00000157216	54225432	54413479	SSBP3	1
ENSG00000105705	19276018	19320844	SUGP1	19
ENSG00000266028	206203345	206464443	SRGAP2	1
ENSG00000198933	47694081	47712050	TBKBP1	17
ENSG00000120656	28589323	28643085	TAF12	1
ENSG00000054116	36136570	36156053	TRAPPC3	1
ENSG00000077097	25597905	25664907	TOP2B	3
ENSG00000148296	133328774	133336398	SURF6	9
ENSG00000068784	45388680	45612165	SRBD1	2
ENSG00000101945	48695554	48709012	SUV39H1	X
ENSG00000135148	112125501	112153609	TRAFD1	12
ENSG00000172403	118850688	119061247	SYNPO2	4
ENSG00000116096	72887360	72892158	SPR	2
ENSG00000172009	2785460	2815807	THOP1	19
ENSG00000040275	169583634	169604778	SPDL1	5
ENSG00000223481	32799958	32816755	TAP2	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000116525	33145402	33182059	TRIM62	1
ENSG00000139921	51240162	51257546	TMX1	14
ENSG00000167182	47896150	47928957	SP2	17
ENSG00000276461	42160013	42215442	TCF20	CHR_HSCHR22_3_CTG1
ENSG00000276504	54107066	54115801	TFPT	CHR_HSCHR19_4_CTG3_1
ENSG00000137216	44126914	44155519	TMEM63B	6
ENSG00000152503	115124762	115180546	TRIM36	5
ENSG00000133121	33103135	33350630	STARD13	13
ENSG00000103496	31032889	31042975	STX4	16
ENSG00000100650	69726900	69772005	SRSF5	14
ENSG00000235960	30153514	30163004	TRIM15	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000129128	176319964	176332245	SPCS3	4
ENSG00000089063	5068232	5113103	TMEM230	20
ENSG00000079308	217799588	218033982	TNS1	2
ENSG00000130193	142727203	142736927	THEM6	8
ENSG00000100726	1493344	1510457	TELO2	16
ENSG00000171763	45402331	45421419	SPATA5L1	15
ENSG00000204614	30136108	30148735	TRIM40	6
ENSG00000104067	29699367	29968865	TJP1	15
ENSG00000135966	105264391	105330034	TGFBRAP1	2
ENSG00000227147	30153123	30162613	TRIM15	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000100324	39399741	39437060	TAB1	22
ENSG00000164362	1253147	1295069	TERT	5
ENSG00000188869	81331217	81374213	TMC3	15
ENSG00000125733	6737925	6751526	TRIP10	19
ENSG00000103266	680224	682870	STUB1	16
ENSG00000141510	7661779	7687550	TP53	17
ENSG00000137747	117900643	117929459	TMPRSS13	11
ENSG00000196116	97411950	97496125	TDRD7	9
ENSG00000100014	24270817	24417740	SPECC1L	22
ENSG00000083544	60396457	60573878	TDRD3	13
ENSG00000141524	78110458	78132407	TMC6	17
ENSG00000196220	8980591	9363053	SRGAP3	3
ENSG00000101916	12906620	12923169	TLR8	X
ENSG00000115107	119223831	119265652	STEAP3	2
ENSG00000023734	15882391	15903478	STRAP	12
ENSG00000113140	151661096	151687165	SPARC	5
ENSG00000115415	190964358	191020960	STAT1	2
ENSG00000196628	55222331	55664787	TCF4	18
ENSG00000130748	47045907	47048630	TMEM160	19
ENSG00000204219	23381061	23424740	TCEA3	1
ENSG00000140319	40035739	40039188	SRP14	15
ENSG00000131653	2155698	2178129	TRAF7	16
ENSG00000170921	63009556	63427699	TANC2	17
ENSG00000124783	7268306	7347446	SSR1	6
ENSG00000065491	37257772	37332970	TBC1D22B	6
ENSG00000274891	3401777	3486461	TRAPPC12	CHR_HSCHR2_1_CTG1
ENSG00000224145	30153602	30163092	TRIM15	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000043514	39838110	39883511	TRIT1	1
ENSG00000135604	144150526	144188370	STX11	6
ENSG00000134900	102597003	102679958	TPP2	13
ENSG00000144589	219597860	219616451	STK11IP	2
ENSG00000223731	24362761	24365378	SUPT20HL1	X
ENSG00000131018	152121684	152637801	SYNE1	6
ENSG00000196507	103607451	103629690	TCEAL3	X
ENSG00000103168	84177847	84187070	TAF1C	16
ENSG00000166848	75647786	75761872	TERF2IP	16
ENSG00000100380	40824535	40857022	ST13	22
ENSG00000116350	29147743	29181987	SRSF4	1
ENSG00000041982	115019578	115118257	TNC	9
ENSG00000196792	30893799	31026401	STRN3	14
ENSG00000042088	89954939	90044768	TDP1	14
ENSG00000083312	72816312	72916733	TNPO1	5
ENSG00000167460	16067021	16103005	TPM4	19
ENSG00000099899	20111866	20117392	TRMT2A	22
ENSG00000106052	27739331	27844564	TAX1BP1	7
ENSG00000237599	32855328	32872254	TAP2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000138594	51829628	51947295	TMOD3	15
ENSG00000153339	31829173	31953136	TRAPPC8	18
ENSG00000160949	144428775	144444444	TONSL	8
ENSG00000228582	32744153	32761098	TAP2	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000153006	64718144	64768685	SREK1IP1	5
ENSG00000133789	9664077	9752991	SWAP70	11
ENSG00000101109	44966474	45079959	STK4	20
ENSG00000176438	95407266	95475836	SYNE3	14
ENSG00000137076	35696948	35732395	TLN1	9
ENSG00000124664	34537802	34556333	SPDEF	6
ENSG00000213593	57712600	57740973	TMX2	11
ENSG00000141380	26016253	26091217	SS18	18
ENSG00000198467	35681992	35690121	TPM2	9
ENSG00000164056	123396795	123403760	SPRY1	4
ENSG00000184584	139475534	139482935	TMEM173	5
ENSG00000204267	32821833	32838780	TAP2	6
ENSG00000117632	25884181	25906991	STMN1	1
ENSG00000178913	141260225	141320821	TAF7	5
ENSG00000147687	124488485	124539458	TATDN1	8
ENSG00000088002	48552075	48599425	SULT2B1	19
ENSG00000205542	12975108	12977227	TMSB4X	X
ENSG00000233599	30208315	30217805	TRIM15	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000087510	56629302	56639283	TFAP2C	20
ENSG00000164548	23504780	23532041	TRA2A	7
ENSG00000177156	747329	765024	TALDO1	11
ENSG00000115306	54456285	54671445	SPTBN1	2
ENSG00000166471	9280654	9314780	TMEM41B	11
ENSG00000120802	98515512	98550379	TMPO	12
ENSG00000269556	149596556	149631912	TMEM185A	X
ENSG00000111077	53046969	53064372	TNS2	12
ENSG00000165209	123109500	123268576	STRBP	9
ENSG00000090905	24610209	24827632	TNRC6A	16
ENSG00000151005	163471093	163473746	TKTL2	4
ENSG00000196935	63844293	64162221	SRGAP1	12
ENSG00000184428	143304384	143359979	TOP1MT	8
ENSG00000133138	106802680	106876145	TBC1D8B	X
ENSG00000187678	142310427	142326455	SPRY4	5
ENSG00000167895	78130770	78142968	TMC8	17
ENSG00000167858	6789133	6831761	TEKT1	17
ENSG00000123473	47250139	47314147	STIL	1
ENSG00000178297	2360238	2426239	TMPRSS9	19
ENSG00000128487	20009344	20319026	SPECC1	17
ENSG00000111907	125119049	125264407	TPD52L1	6
ENSG00000116857	201134772	201171574	TMEM9	1
ENSG00000106723	88388419	88478694	SPIN1	9
ENSG00000221926	15627960	15684311	TRIM16	17
ENSG00000135250	105110704	105399308	SRPK2	7
ENSG00000182606	42013802	42225889	TRAK1	3
ENSG00000197323	114392777	114511160	TRIM33	1
ENSG00000235259	30155693	30165183	TRIM15	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000140332	70047790	70098176	TLE3	15
ENSG00000160075	1541673	1574869	SSU72	1
ENSG00000140682	31471585	31477960	TGFB1I1	16
ENSG00000099800	2425624	2427894	TIMM13	19
ENSG00000137501	85694224	85811159	SYTL2	11
ENSG00000141384	26225936	26391685	TAF4B	18
ENSG00000068354	48539457	48562609	TBC1D25	X
ENSG00000213977	3662896	3668682	TAX1BP3	17
ENSG00000164081	51662693	51704323	TEX264	3
ENSG00000100106	37696988	37776556	TRIOBP	22
ENSG00000109111	28662091	28702684	SUPT6H	17
ENSG00000078687	77959240	78108835	TNRC6C	17
ENSG00000115875	38743599	38751494	SRSF7	2
ENSG00000108064	58385022	58399221	TFAM	10
ENSG00000125676	123600561	123733056	THOC2	X
ENSG00000204610	30163206	30172696	TRIM15	6
ENSG00000198846	58805418	59119208	TOX	8
ENSG00000179292	66291870	66296664	TMEM151A	11
ENSG00000124214	49113339	49188367	STAU1	20
ENSG00000104907	13104902	13117567	TRMT1	19
ENSG00000102710	37009312	37059713	SUPT20H	13
ENSG00000136842	97501180	97601748	TMOD1	9
ENSG00000166444	8693351	8910951	ST5	11
ENSG00000136205	47275154	47582558	TNS3	7
ENSG00000138162	121989174	122254545	TACC2	10
ENSG00000151500	134248279	134253370	THYN1	11
ENSG00000100109	26491225	26512505	TFIP11	22
ENSG00000140022	81260656	81436465	STON2	14
ENSG00000276776	91783410	91840185	TC2N	CHR_HSCHR14_1_CTG1
ENSG00000132405	6909242	7033118	TBC1D14	4
ENSG00000121060	56836387	56914080	TRIM25	17
ENSG00000113387	32531633	32604079	SUB1	5
ENSG00000225967	32861254	32878050	TAP2	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000103978	42210452	42273663	TMEM87A	15
ENSG00000183864	41433492	41447023	TOB2	22
ENSG00000276833	35809455	35864615	TAF15	CHR_HSCHR17_7_CTG4
ENSG00000147526	38728186	38853028	TACC1	8
ENSG00000145348	106041599	106321495	TBCK	4
ENSG00000087077	100867138	100873454	TRIP6	7
ENSG00000137877	41848144	41894077	SPTBN5	15
ENSG00000204104	238320441	238400900	TRAF3IP1	2
ENSG00000072195	219434846	219498287	SPEG	2
ENSG00000143093	110031577	110074641	STRIP1	1
ENSG00000136463	63600872	63608365	TACO1	17
ENSG00000148291	133356552	133361169	SURF2	9
ENSG00000151304	121961961	122075570	SRFBP1	5
ENSG00000167978	2752329	2772538	SRRM2	16
ENSG00000152284	85133410	85310388	TCF7L1	2
ENSG00000228001	30126032	30138662	TRIM40	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000255690	28953358	28958292	TRIL	7
ENSG00000155755	201620184	201643570	TMEM237	2
ENSG00000154114	121024072	121090775	TBCEL	11
ENSG00000130204	44890569	44903689	TOMM40	19
ENSG00000064607	18990888	19034023	SUGP2	19
